ReactionID,ReactionName,Subsystem,HFD_MeanFlux,HFD_StdFlux,HFD_N,HFD_Flux,SCD_MeanFlux,SCD_StdFlux,SCD_N,SCD_Flux,Diff(HFD-SCD),Ratio(HFD/SCD)
FACOAL203,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL204_copy1,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL2042,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL204_copy2,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL205,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL206,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL224,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL2251,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL2252,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL226_copy1,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL226_copy2,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL240,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL241,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL244_1,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL245_1,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL245_2,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL246_1,Fatty-acid--CoA ligase,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL260,Fatty-acid--CoA ligase (n-C26:0),Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL40im,"Fatty-acid--CoA ligase (butanoate), mitochondrial",Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FACOAL80,Fatty-acid--CoA ligase (octanoate),Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FADDP,FAD diphosphatase,Riboflavin Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FADH2tru,"FADH2 transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.0007665244906121633,0.0,1,0.0007665244906121633,0.0008539754282145868,0.0,1,0.0008539754282145868,-8.745093760242353e-05,0.8975954862274511
FADH2tx,"FADH2 transport, glyoxysome","Transport, Peroxisomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FADtru,"FAD transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.0007665244906121633,0.0,1,0.0007665244906121633,0.0008539754282145868,0.0,1,0.0008539754282145868,-8.745093760242353e-05,0.8975954862274511
FADtx,"FAD transport by free diffusion, glyoxysome","Transport, Peroxisomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAEL183,Fatty-acyl-CoA elongation (n-C18:3CoA),Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAEL184,Fatty-acyl-CoA elongation (n-C20:4CoA),Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAEL204,Fatty-acyl-CoA elongation (n-C20:4CoA),Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAEL205,Fatty-acyl-CoA elongation (n-C20:5CoA),Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAH1,Fatty acid omega-hydroxylase,CYP Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAH2,Fatty acid omega-hydroxylase,CYP Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAH3,Fatty acid omega-hydroxylase,CYP Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FALDH,Formaldehyde dehydrogenase,Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FALDtly,Formaldehyde transport via diffusion (lysosomall),"Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC11,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC140,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC150m,Beta oxidation of long chain fatty acid (odd chain),Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC160,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC16080m,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC16080x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC161802m,Beta oxidation  fatty acid,Fatty acid activation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC16180m,Beta oxidation  fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC170m,Beta oxidation of long chain fatty acid (odd chain),Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC180,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC180x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.005247367902428675,0.0,1,0.005247367902428675,-0.005247367902428675,0.0
FAOXC1811601m,Beta oxidation  fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC1811602m,Beta oxidation  fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC1811603m,Beta oxidation  fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC182806m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC18280m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC183803m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC183806m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC183806x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC18480m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC18480x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC200180m,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC200180x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.049594134542606576,0.0,1,0.049594134542606576,0.05000484230305492,0.0,1,0.05000484230305492,-0.0004107077604483464,0.9917866402027421
FAOXC2031836m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC204,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC204184m,Beta oxidation  fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2051843m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2051843x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2242046m,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2242046x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2251836m,Beta oxidation of fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2251836x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2252053m,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2252053x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC226,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC226205m,Beta oxidation of long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC226205x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC240200x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC241181x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2442246x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FT,"Trans,trans,cis-geranylgeranyl diphosphate synthase",N-Glycan Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2452253x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC2452256x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC246226x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC260240x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAOXC80,Beta oxidation of med/long chain fatty acid,Fatty acid oxidation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAS100COA,Fatty acyl CoA synthase  n C100CoA ,Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAS120COA,Fatty acyl CoA synthase  n C120CoA ,Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAS140COA,Fatty acyl CoA synthase  n C140CoA ,Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAS160COA,Fatty acyl CoA synthase  n C160CoA ,Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAS180COA,Fatty acyl CoA synthase  n C180CoA ,Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FAS80COA_L,Fatty acyl CoA synthase  n C80CoA   lumped reaction,Fatty acid elongation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FATP1t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FATP2t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FATP3t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.1110380989419196,0.0,1,0.1110380989419196,-0.1110380989419196,0.0
FATP4t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FATP5t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,1.63850595467646,0.0,1,1.63850595467646,-1.63850595467646,0.0
FATP6t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FATP7t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FATP8t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FATP9t,Fatty acid electroneutral transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FBA,Fructose-bisphosphate aldolase,Glycolysis/Gluconeogenesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,Fructose and Mannose Metabolism,0.05,0.0,1,0.05,0.05152924859089537,0.0,1,0.05152924859089537,-0.0015292485908953643,0.9703227073228488
FBA4,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,Glyoxylate and Dicarboxylate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FBA5,D-Tagatose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,Galactose metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FBP,Fructose-bisphosphatase,Glycolysis/Gluconeogenesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,Fructose and Mannose Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FCLTm,Ferrochelatase  mitochondrial,Heme Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FCOAH,Formyl coa hydrolase,Fatty Acid Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FDH,Formate dehydrogenase,Fatty Acid Metabolism,0.0,0.0,1,0.0,0.0008539754282145868,0.0,1,0.0008539754282145868,-0.0008539754282145868,0.0
FE2t,Iron  II  transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FE2tm,Iron (II) transport,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FE3R2e,Fe(III) reduction (ascorbate),Heme Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FK,Fucokinase,Fructose and Mannose Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FKYNH,N Formyl L kynurenine amidohydrolase,Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FMNAT,FMN adenylyltransferase,Riboflavin Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FOLR2,Folate reductase,Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FOLt2,Folate transport via anion exchange,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FORMCOAtx,Formyl coa transport,"Transport, Peroxisomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FORtm,Formate mitochondrial transport,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FORtr,"FOR transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",-0.0007665244906121633,0.0,1,-0.0007665244906121633,-0.0008539754282145868,0.0,1,-0.0008539754282145868,8.745093760242353e-05,0.8975954862274511
FORtrn,"Formate transport, nuclear","Transport, Nuclear",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS,Folylpolyglutamate synthetase,Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS2,Folylpolyglutamate synthetase,Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS2m,"Folylpolyglutamate synthetase, mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS3,Folylpolyglutamate synthetase,Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS3m,"Folylpolyglutamate synthetase, mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS4,Folylpolyglutamate synthetase (DHF),Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS4m,"Folylpolyglutamate synthetase (DHF), mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS5,Folylpolyglutamate  synthetase (DHF),Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS5m,"Folylpolyglutamate  synthetase (DHF), mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS6,Folylpolyglutamate synthetase (DHF),Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS6m,"Folylpolyglutamate synthetase (DHF), mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS7,Folylpolyglutamate synthetase (10fthf),Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS7m,"Folylpolyglutamate synthetase (10fthf), mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS8,Folylpolyglutamate synthetase (10fthf),Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS8m,"Folylpolyglutamate synthetase (10fthf), mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS9,Folylpolyglutamate synthetase (10fthf),Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGS9m,"Folylpolyglutamate synthetase (10fthf), mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FPGSm,"Folylpolyglutamate synthetase, mitochondrial",Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FRDPtc,"Lipid, flip-flop intracellular transport","Transport, Peroxisomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FRDPtr,"Lipid, flip-flop intracellular transport","Transport, Peroxisomal",0.0015330489812243266,0.0,1,0.0015330489812243266,0.0017079508564291736,0.0,1,0.0017079508564291736,-0.00017490187520484706,0.8975954867529905
FRTT,Farnesyltranstransferase,Cholesterol Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FRUt4,D-fructose transport  via sodium cotransport,"Transport, Extracellular",-0.1413382732560825,0.0,1,-0.1413382732560825,0.058120673747929376,0.0,1,0.058120673747929376,-0.19945894700401187,2.431807206272898
FTCD,Formimidoyltransferase cyclodeaminase reversible,Folate Metabolism,0.0,0.0,1,0.0,0.002601879953134434,0.0,1,0.002601879953134434,-0.002601879953134434,0.0
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FTHFDH,10-formyltetrahydrofolate:NADP+ oxidoreductase,Folate Metabolism,0.0,0.0,1,0.0,0.2944024966655756,0.0,1,0.2944024966655756,-0.2944024966655756,0.0
FTHFLi,Formate-tetrahydrofolate ligase,Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FTHFLmi,Formate tetrahydrofolate ligase  mitochondrial irreversible,Folate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUC14GALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUC14GALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCACGALFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCACNGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCACNGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCACNGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCACNGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCASE2e,"Alpha-fucosidase, extracellular",Keratan sulfate degradation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCASE2ly,"Alpha-fucosidase, lysosomal",Keratan sulfate degradation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCASEe,"Alpha-fucosidase, extracellular",N-Glycan Degradation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCASEly,"Alpha-fucosidase, lysosomal",N-Glycan Degradation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUC12GAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCGALFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCGALFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCGALGBSIDEte,Transport of Fucosyl Galactosylgloboside,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCGALGBSIDEtg,Fucgalgbside hs intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUCtly,L-fucose efflux from lysosome,"Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
FUM,Fumarase,Citric Acid Cycle,-0.4309711851402463,0.0,1,-0.4309711851402463,0.18090400512027316,0.0,1,0.18090400512027316,-0.6118751902605195,2.3823197548961663
FUMAC,Fumarylacetoacetase,Tyrosine metabolism,0.0,0.0,1,0.0,0.6932768857185558,0.0,1,0.6932768857185558,-0.6932768857185558,0.0
FUMSO3tm,"Fumarate:sulfite antiport, mitochondrial","Transport, Mitochondrial",0.4309711851402463,0.0,1,0.4309711851402463,0.0,0.0,1,0.0,0.4309711851402463,430971185140.2463
FUMSO4tm,"Fumarate:sulfate antiport, mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,1.0955401484978122,0.0,1,1.0955401484978122,-1.0955401484978122,0.0
FUMTSULtm,"Fumarate:thiosulfate antiport, mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
